,A,B,C
4619,DESC,desc," What is the history of Spartacus , the Roman slave and gladiator ?"
4620,LOC,other, What famed wall supports the Badaling turret ?
4621,HUM,ind," Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?"
4622,DESC,def, What is object-oriented design ?
4623,DESC,def, What does Melissa mean ?
4624,DESC,def, What is form drag ?
4625,ENTY,animal, Who were John F. Kennedy 's dogs ?
4626,LOC,other, Where are good science sites on the Internet ?
4627,HUM,ind, What woman was Time 's Man of the Year for 1952 ?
4628,DESC,reason, What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?
4629,HUM,ind, Who wrote The Ugly Duckling ?
4630,HUM,ind, Who designed London Bridge ?
4631,NUM,count," How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?"
4632,NUM,count, How many flavors of ice cream does Howard Johnson 's have ?
4633,ENTY,other, What weapon did the crossed slits in English castles accommodate ?
4634,DESC,manner, How can I stop or slow down aging ?
4635,LOC,other, Where are the busiest Amtrak rail stations in the U.S. ?
4636,NUM,count, How many freckles does Howdy Doody have on his face ?
4637,DESC,manner," How does Cos Cob , CT get its name ?"
4638,HUM,ind, Who was considered to be the father of psychology ?
4639,DESC,manner, How did Super President gain his powers on the animated series ?
4640,NUM,dist, How tall was the animated King Kong ?
4641,DESC,def, What are values ?
4642,NUM,other, What is the population of Japan ?
4643,ENTY,veh, Name an American made motorcycle .
4644,LOC,other, Where was the largest concentration camp in World War II ?
4645,NUM,money, How much did Alaska cost when bought from Russia ?
4646,NUM,count, How many events make up the decathlon ?
4647,DESC,reason, What causes blue balls ?
4648,LOC,other, What were the first bodies visited by spacecraft ?
4649,HUM,ind, Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?
4650,HUM,ind, Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?
4651,HUM,ind, Name of the lady the Great Gatsby pines for ?
4652,ENTY,other, What does a chef coddle eggs in ?
4653,NUM,count, How many bails are there in a cricket wicket ?
4654,LOC,city, What city was Martin Luther King Jr. assassinated in ?
4655,HUM,ind," What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?"
4656,LOC,other, Where 's the Bernini-Bristol Hotel ?
4657,HUM,ind, Who said `` What contemptible scoundrel stole the cork from my lunch ? ''
4658,LOC,city, What is the capital of Kosovo ?
4659,HUM,gr, What kind of company is 7-Eleven ?
4660,NUM,count, How many letters appear with the numbers 2 to 9 on a telephone dial ?
4661,LOC,city, What were the first three cities to have a population of more than a million ?
4662,DESC,manner, How did the months of the year get there name ?
4663,ENTY,other, What scale measures earthquakes ?
4664,DESC,def, What is a glory hole ?
4665,ENTY,other, What kind of education would you need to become an athletic trainer for the NFL ?
4666,HUM,gr, What are the major companies that are part of Dow Jones ?
4667,HUM,gr, What college did Joe Namath play football for ?
4668,NUM,money, What was the minimum wage in 1991 ?
4669,LOC,country, What country is the biggest producer of tungsten ?
4670,DESC,manner, How does it make its colors ?
4671,DESC,desc, What would happen to Canada if Quebec separated ?
4672,NUM,date, When is the Jimmy Buffett concert coming to the E center in Camden NJ ?
4673,DESC,desc, What is ` Last Chance for Animals ' ?
4674,LOC,country, What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?
4675,DESC,desc, What is the weather like on the moon ?
4676,HUM,ind, Who was the 1st U.S. President ?
4677,ENTY,lang," What is the main language of Sao Paulo , Brazil ?"
4678,NUM,money, How much did Varian Associates try to sell its vacuum products division to the BOC group for ?
4679,ABBR,abb, What is the abbreviation of the International Olympic Committee ?
4680,NUM,count, How many people hike ?
4681,DESC,def, What are boxcars ?
4682,DESC,manner, How do I keep cats out of my flower garden for good ?
4683,HUM,ind, Who played Maria in the film West Side Story ?
4684,ENTY,dismed, What is a common anti-AIDS drug ?
4685,HUM,ind, Who bestowed great power upon Captain Britain ?
4686,DESC,manner, How can you tell when figs are ripe ?
4687,DESC,manner, How do I love thee ?
4688,ENTY,food, Which type of soda has the greatest amount of caffeine ?
4689,LOC,country, What nationality is a Sicilian ?
4690,HUM,ind, What is the most common boy 's or girl 's name ?
4691,HUM,ind," Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?"
4692,ENTY,color, What color was the hundred billionth crayon made by Crayola ?
4693,ENTY,food, What soft drink tells us to `` Go Hawaiian '' ?
4694,DESC,manner, How does a hydroelectric dam work ?
4695,LOC,other, What is the oldest building in the United States ?
4696,ENTY,animal, What is the West Virginia state animal ?
4697,NUM,count, How many people died on South Carolina highways in 1998 ?
4698,DESC,def, What are binomial coefficients ?
4699,DESC,def, What was The Living Room War ?
4700,ENTY,termeq, What are some translations of the phrase `` Thank-you '' ?
4701,NUM,date, What is President Nixon 's birthdate ?
4702,ENTY,food, What is `` the great American family cereal '' ?
4703,DESC,desc," What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?"
4704,NUM,count, How many people died in the Vietnam war ?
4705,NUM,date, What year did Montana become a state ?
4706,NUM,date, When was the USSR dissolved ?
4707,DESC,reason, Why are there letters on the telephone ? Why are there no Q or Z ?
4708,LOC,city, What Japanese city was once called Edo ?
4709,HUM,ind, Who did the Seven Mules block for ?
4710,HUM,gr, What is the world 's largest distilling company ?
4711,HUM,ind," What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?"
4712,LOC,other, Where is one 's corpus callosum found ?
4713,HUM,ind, Who did Napolean defeat at Jena and Auerstadt ?
4714,ENTY,product, What household products are there for adult acne ?
4715,HUM,ind, What British prime minister and U.S. president were seventh cousins once-removed ?
4716,ENTY,product, What is the most expensive car in the world ?
4717,DESC,def, What is an Angelus ?
4718,NUM,count, How many objects orbit the Earth ?
4719,ENTY,event, What was the tragedy that struck the city of Dogtown in 1899 ?
4720,LOC,city, What 's the oldest capital city in the Americas ?
4721,ENTY,cremat, What Leon Uris novel dealt with the Russian capture of Berlin ?
4722,LOC,other," What is the location of Edinburgh , Scotland ?"
4723,NUM,count, How many muscles does the average adult use when going for a walk ?
4724,NUM,period, How long do you have to live in a community to vote ?
4725,HUM,ind, What was the name of the Titanic 's captain ?
4726,HUM,ind, Name of heroine in `` Scruples '' ?
4727,NUM,volsize, How big is the Chappellet vineyard ?
4728,LOC,country, Jackson Pollock was a native of what country ?
4729,DESC,reason, What makes sperm ?
4730,DESC,manner, How do I know how much money to save for retirement ?
4731,DESC,def, What does the dot on the letter i mean ?
4732,HUM,ind, Who wrote The Godfather ?
4733,DESC,desc, What is the origin of the term soda jerk ?
4734,NUM,other, What is the frequency of VHF ?
4735,ENTY,sport, What sport does Chris Jogis play ?
4736,LOC,other, What island was the target of the U.S. 's Operation Urgent Fury ?
4737,ENTY,dismed, What is a fear of robbers ?
4738,ENTY,cremat, What Nevil Shute novel is about the doomed survivors of a nuclear war ?
4739,DESC,reason, What is the cause of endangered species ?
4740,HUM,ind, Which of the following TV newsmen was a Rhodes scholar ?
4741,ENTY,other, What did Warlock wear on his forehead in Marvel comics ?
4742,ENTY,body, What is the softest part of the body ?
4743,HUM,ind, What six-foot temperance advocate wielded her hatchet on saloons ?
4744,NUM,count, How many islands does Fiji have ?
4745,ENTY,other, What line divided the North and South in the U.S. Civil War ?
4746,DESC,def, What is the definition of cecum ?
4747,HUM,ind, Who invented volleyball ?
4748,LOC,country, What 's the most powerful country in the world ?
4749,DESC,manner, How do I do this ?
4750,HUM,gr, Name a ballet company Mikhail Baryshnikov has danced for ?
4751,HUM,ind, Who led the Normans to victory in the Battle of Hastings ?
4752,DESC,desc, What is the origin of the word `` Teddy bear '' ?
4753,NUM,perc, What percentage of the world 's plant and animal species can be found in the Amazon forests ?
4754,HUM,ind," What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?"
4755,HUM,ind, Who invented the horoscope ?
4756,ENTY,food, What nutrients are for healthy bones and teeth ?
4757,DESC,def, What are Fortune 500 companies ?
4758,DESC,desc, What is the difference between ninjitsu and kung fu ?
4759,HUM,ind, What king was forced to agree to the Magna Carta ?
4760,NUM,count, How many electoral college votes does Colorado have ?
4761,HUM,ind, What were Babe Ruth 's Christian names ?
4762,NUM,count, How many bottles of wine were prisoners in the Bastille allowed per day ?
4763,LOC,other, Where do lobsters like to live ?
4764,HUM,ind," Who was the first elected mayor of Washington , D.C. ?"
4765,ENTY,other, What are the wolverine habits ?
4766,DESC,manner, How do you fix squeaky floors ?
4767,NUM,date, When was the Big Thompson flood ?
4768,DESC,desc, What good are mosquitoes ?
4769,DESC,manner, How do you get bubblegum out of carpet ?
4770,ENTY,sport," What 's played at Wembley Stadium , London , every May ?"
4771,HUM,ind," Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?"
4772,NUM,count, How many hours of work does it take a typist to complete a 100-page screenplay ?
4773,HUM,ind, What is Alice Cooper 's real name ?
4774,DESC,def, What is the Peloponnesian League ?
4775,LOC,city, What two cities usually mark the extremes of English Channel swims ?
4776,NUM,count, How many times does the tide ebb and flow each day ?
4777,HUM,ind, Who invented television ?
4778,DESC,def, What are tannins ?
4779,DESC,manner, How does General Mills manufacture Cheerios ?
4780,ENTY,cremat, What was Jimmy Durante 's theme song ?
4781,HUM,ind, Name the person who burst through the screen in the Lite beer commercials .
4782,ENTY,food, What delicacy is known indelicately as pickled roe ?
4783,ENTY,food, What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?
4784,HUM,ind, What U.S. vice-president killed Alexander Hamilton in a duel ?
4785,NUM,temp, What 's the Fahrenheit equivalent of zero degrees centigrade ?
4786,NUM,count, How many muscles does an oyster have ?
4787,ENTY,sport," What card game derived its name from biritch , or Russian Whist ?"
4788,HUM,ind, Who wrote `` Much Ado About Nothing '' ?
4789,ENTY,word, What is the collective noun for geese ?
4790,DESC,desc, What personality traits are Capricorns said to have ?
4791,LOC,other, Where can I get information concerning child custody files for the State of Utah ?
4792,ENTY,cremat, What was John F. Kennedy 's 1960 campaign song ?
4793,HUM,ind, What Louisiana Senator won a seat that had been held by his father and mother ?
4794,ENTY,cremat, What hymn did John Steinbeck get his title The Grapes of Wrath from ?
4795,ENTY,techmeth, What invention does the principle of conservation of energy make impossible ?
4796,ENTY,other, What 's the highest-ranking suit in bridge ?
4797,HUM,ind, Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?
4798,HUM,ind, What writer is famous for physically putting himself into the center of his subject matter ?
4799,HUM,ind, Who 's the lead singer of the Led Zeppelin band ?
4800,HUM,ind," In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?"
4801,HUM,ind, Who plays the cop in the movie `` Kindergarten Cop '' ?
4802,NUM,count, How many characters makes up a word for typing test purposes ?
4803,ENTY,sport, What non-mechanical sport achieves the highest speeds ?
4804,NUM,money, What was the 1940 annual salary for a boilermaker ?
4805,HUM,ind," Who created Billy Pilgrim , a survivor of the Dresden firestorm ?"
4806,ENTY,sport," What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?"
