,A,B,C
5065,ENTY,cremat,"[which, comic, strip, was, never, turned, into, a, broadway, musical, ?]"
5066,ENTY,event,"[in, what, war, was, the, first, submarine, used, ?]"
5067,ABBR,exp,"[cpr, is, the, abbreviation, for, what, ?]"
5068,NUM,count,"[how, many, inches, apart, are, adjacent, pins, in, tenpin, bowling, ?]"
5069,NUM,count,"[how, many, miles, of, corridors, are, in, the, pentagon, ?]"
5070,DESC,manner,"[how, do, you, find, the, area, of, a, circle, ?]"
5071,LOC,state,"[what, u.s., state, includes, the, san, juan, islands, ?]"
5072,HUM,ind,"[what, english, playwright, penned]"
5073,DESC,def,"[what, do, the, red-and-white, stripes, on, a, barbershop, pole, stand, for, ?]"
5074,ENTY,veh,"[name, the, ship, beany, and, cecil, sailed, .]"
5075,NUM,dist,"[how, deep, is, a, fathom, ?]"
5076,DESC,def,"[what, was, the, ``, dead, man, 's, hand, '', ?]"
5077,HUM,ind,"[what, was, fred, astaire, 's, dancing, partner, 's, name, ?]"
5078,DESC,manner,"[how, do, i, find, a, web, address, for, a, company, ?]"
5079,NUM,count,"[what, is, the, highest, number, of, home, runs, on, record, for, any, one, game, ?]"
5080,ENTY,plant,"[what, are, some, of, australia, 's, native, flora, ?]"
5081,HUM,ind,"[what, heavyweight, boxer, was, known, as, the, wild, bull, of, the, pampas, ?]"
5082,NUM,count,"[how, many, quarts, of, whole, milk, is, needed, to, make, one, pound, of, butter, ?]"
5083,LOC,other,"[what, london, street, claims, to, be, the, world, center, for, men, 's, tailoring, ?]"
5084,NUM,period,"[how, old, is, the, universe, ?]"
5085,NUM,date,"[when, does, the, bible, say, the, seasons, started, ?]"
5086,ENTY,animal,"[what, animal, has, been, called, the, poor, man, 's, cow, ?]"
5087,DESC,desc,"[where, did, the, marriage, ceremony, come, from, ?]"
5088,LOC,country,"[what, bordering, country, is, due, north, of, costa, rica, ?]"
5089,ENTY,cremat,"[what, morris, west, novel, deals, with, russian, bishop, who, becomes, pope, ?]"
5090,LOC,country,"[what, nation, boarders, mozambique, ?]"
5091,ABBR,exp,"[what, does, ekg, stand, for, ?]"
5092,NUM,date,"[the, olympic, games, in, which, year, allowed, nadia, comaneci, to, become, popular, ?]"
5093,HUM,ind,"[what, tv, talk-show, host, lends, his, name, to, a, line, of, men, 's, clothing, ?]"
5094,ENTY,food,"[what, soft, drink, held, a, national, flavor, poll, in, 1967, ?]"
5095,DESC,reason,"[colin, powell, is, famous, for, what, ?]"
5096,ENTY,termeq,"[the, jewish, alphabet, is, known, as, what, ?]"
5097,ENTY,dismed,"[what, is, a, fear, of, home, surroundings, ?]"
5098,NUM,count,"[how, many, people, die, of, tuberculosis, yearly, ?]"
5099,DESC,def,"[what, is, a, specimen, of, basidiomycetes, ?]"
5100,HUM,ind,"[who, invented, the, electric, guitar, ?]"
5101,LOC,city,"[what, is, the, capital, of, california, ?]"
5102,LOC,country,"[what, country, comes, last, in, an, alphabetical, list, ?]"
5103,DESC,def,"[what, are, faults, in, the, earth, 's, crust, ?]"
5104,DESC,def,"[what, was, an, ``, asiento, '', ?]"
5105,DESC,desc,"[what, kind, of, greeting, is, appropriate, to, send, on, yom, kippur, ?]"
5106,NUM,temp,"[how, hot, should, the, oven, be, when, baking, peachy, oat, muffins, ?]"
5107,DESC,def,"[what, is, dextropropoxyphen, napsylate, ?]"
5108,ENTY,cremat,"[what, don, mclean, song, laments, the, day, buddy, holly, died, ?]"
5109,DESC,def,"[what, is, srpska, krajina, ?]"
5110,DESC,manner,"[how, was, the, kennedy, money, made, ?]"
5111,LOC,country,"[what, country, is, the, worlds, leading, supplier, of, cannabis, ?]"
5112,ENTY,animal,"[what, was, the, orca, 's, name, that, died, of, a, fungal, infection, at, sea, world, ?]"
5113,HUM,ind,"[who, is, the, president, of, pergament, ?]"
5114,LOC,city,"[what, city, is, the, kentucky, horse, park, near, ?]"
5115,DESC,desc,"[what, does, esa-pekka, salonen, look, like, ?]"
5116,ENTY,food,"[what, cereal, goes, ``, snap, ,, crackle, ,, pop, '', ?]"
5117,DESC,manner,"[how, did, water, appear, on, the, earth, ?]"
5118,LOC,other,"[where, did, hillary, clinton, graduate, college, ?]"
5119,DESC,def,"[what, does, robert, mean, ?]"
5120,DESC,manner,"[how, do, anti-locking, brakes, work, ?]"
5121,ENTY,color,"[what, colors, is, magenta, made, of, ?]"
5122,DESC,manner,"[how, does, the, chain, of, command, work, inside, an, us, army, apache, helicopter, ?]"
5123,ENTY,cremat,"[which, medium, is, hamblen, the, first, singing, cowboy, in, ?]"
5124,ENTY,cremat,"[what, is, the, name, of, jamiroquai, new, album, ?]"
5125,DESC,def,"[what, is, a, hormone, ?]"
5126,HUM,ind,"[what, american, naval, officer, broke, japan, 's, isolationist, policy, in, 1853, ?]"
5127,DESC,def,"[what, is, fellatio, ?]"
5128,DESC,reason,"[what, characteristics, contribute, to, its, ``, intelligence, '', ?]"
5129,ENTY,event,"[what, significant, battle, was, fought, in, belgium, in, 1815, ?]"
5130,HUM,gr,"[which, police, department, made, the, all-time, biggest, cocaine, bust, in, ventura, county, ?]"
5131,HUM,ind,"[who, gave, us, the, ``, rolling, writer, '', ?]"
5132,DESC,manner,"[how, were, the, days, of, the, week, named, ?]"
5133,HUM,ind,"[who, wrote, the, secret, life, of, walter, mitty, ?]"
5134,ENTY,cremat,"[what, 1965, film, had, jack, lemmon, portraying, a, cartoonist, ?]"
5135,DESC,def,"[what, is, fiber, in, food, ?]"
5136,ENTY,food,"[what, 's, the, traditional, drink, at, the, kentucky, derby, ?]"
5137,HUM,ind,"[who, is, the, head, of, the, world, bank, ?]"
5138,DESC,reason,"[why, do, some, jets, have, a, vapor, trail, ,, and, others, do, not, ?]"
5139,ENTY,dismed,"[what, is, a, fear, of, childbirth, ?]"
5140,NUM,count,"[how, many, people, does, honda, employ, in, the, u.s., ?]"
5141,ENTY,animal,"[what, species, was, winnie, the, pooh, ?]"
5142,NUM,count,"[how, much, calcium, should, an, adult, female, have, daily, ?]"
5143,HUM,ind,"[what, is, the, most, popular, last, name, ?]"
5144,ENTY,other,"[what, does, an, ashen-faced, eidologist, search, out, the, existence, of, ?]"
5145,HUM,ind,"[who, moderated, the, first, kennedy-nixon, tv, debate, ?]"
5146,HUM,ind,"[who, portrayed, george, m., cohan, in, 1942, 's, yankee, doodle, dandy, ?]"
5147,DESC,reason,"[what, is, the, s&p, 500, used, for, ?]"
5148,DESC,def,"[what, does, ``, philebus-like, '', mean, ?]"
5149,NUM,date,"[when, was, nostradamus, born, ?]"
5150,ENTY,substance,"[what, are, the, ingredients, of, coca-cola, ?]"
5151,HUM,ind,"[who, 's, the, only, u.s., president, to, have, won, a, pulitzer, prize, ?]"
5152,DESC,def,"[what, is, nuclear, proliferation, ?]"
5153,HUM,desc,"[who, was, maria, theresa, ?]"
5154,LOC,country,"[what, is, the, country, of, origin, for, the, name, thomas, ?]"
5155,DESC,reason,"[why, do, you, say, ``, god, bless, you, '', when, people, sneeze, ?]"
5156,NUM,count,"[what, is, the, population, of, the, largest, chilean, city]"
5157,LOC,country,"[what, country, has, the, highest, per, capita, consumption, of, cheese, ?]"
5158,HUM,title,"[what, is, larry, king, 's, occupation, ?]"
5159,HUM,ind,"[who, invented, ``, the, muppets, '', ?]"
5160,DESC,reason,"[why, does, a, wheel, ,, e.g., a, car, tire, ,, appear, to, spin, in, the, opposite, direction, as, it, slows, down, ?]"
5161,LOC,other,"[what, sea, is, bombay, on, ?]"
5162,HUM,gr,"[who, are, cartoondom, 's, super, six, ?]"
5163,DESC,def,"[what, does, ``, e, pluribus, unum, '', on, the, penny, mean, ?]"
5164,DESC,desc,"[what, 's, the, difference, between, tft, and, dual-scan, display, ?]"
5165,HUM,ind,"[what, fool, is, not, so, wise, to, lose, an, oath, to, win, a, paradise, ?]"
5166,DESC,def,"[what, is, the, english, meaning, of, caliente, ?]"
5167,LOC,other,"[where, in, the, americas, is, it, only, 47, miles, from, the, atlantic, to, the, pacific, ?]"
5168,DESC,def,"[what, does, the, word, ``, opera, '', mean, ?]"
5169,NUM,dist,"[how, tall, was, the, animated, frankenstein]"
5170,DESC,manner,"[how, do, you, ask, questions, ?]"
5171,LOC,city,"[what, u.s., city, is, known, as, the, rubber, capital, of, the, world, ?]"
5172,LOC,country,"[what, countries, have, the, highest, ratio, of, university, students, ?]"
5173,DESC,manner,"[how, can, you, become, an, fbi, agent, ?]"
5174,ENTY,food,"[what, is, the, world, 's, best, selling, cookie, ?]"
5175,NUM,count,"[how, many, miles, is, it, from, ny, to, austria, ?]"
5176,DESC,desc,"[where, did, the, energy, for, the, big, bang, come, from, ?]"
5177,NUM,volsize,"[how, big, is, the, universe, actually, ?]"
5178,DESC,desc,"[what, is, the, difference, between, the, koran, and, the, bible, ?]"
5179,HUM,ind,"[what, monarch, signed, the, magna, carta, ?]"
5180,ENTY,cremat,"[what, 's, the, u.s., navy, hymn, ?]"
5181,NUM,count,"[how, many, sides, does, a, heptagon, have, ?]"
5182,ENTY,sport,"[what, grand, slam, golf, tournament, wasn, 't, held, between, 1940, and, 1945, ?]"
5183,DESC,def,"[what, is, idealab, !, ?]"
5184,LOC,other,"[where, are, there, aborigines, ?]"
5185,ENTY,product,"[what, toy, can, you, make, sleep, ?]"
5186,DESC,reason,"[what, caused, the, division, between, the, anglicans, and, the, vatican, ?]"
5187,HUM,gr,"[what, corporation, does, madonna, advertise, for, ?]"
5188,LOC,other,"[on, what, river, is, rome, built, ?]"
5189,LOC,other,"[where, on, the, web, is, adventours, tours, from, sydney, ,, australia, ?]"
5190,LOC,other,"[where, were, the, 1936, summer, olympics, held, ?]"
5191,LOC,other,"[what, cathedral, was, thomas, becket, murdered, in, ?]"
5192,DESC,reason,"[why, was, curious, george, curious, ?]"
5193,DESC,manner,"[how, did, u.s.a, become, involved, in, the, barbary, wars]"
5194,LOC,city,"[the, kentucky, horse, park, is, close, to, which, american, city, ?]"
5195,HUM,gr,"[what, store, does, martha, stewart, advertise, for, ?]"
5196,DESC,desc,"[what, do, you, know, about, multicultural, and, multilingual, schools, ?]"
5197,DESC,desc,"[what, is, the, origin, of, u.s., army, sergeant, 's, stripes, ?]"
5198,NUM,period,"[how, old, was, sir, edmund, hillary, when, he, climbed, mt., everest, ?]"
5199,LOC,other,"[where, in, a, tree, does, photosynthesis, occur, ?]"
5200,ENTY,event,"[what, are, some, science, fair, projects, for, 8th, graders, ?]"
5201,LOC,other,"[what, strait, links, the, mediterranean, sea, and, the, atlantic, ocean, ?]"
5202,LOC,other,"[what, airport, is, on, the, piccadilly, subway, line, ?]"
5203,HUM,gr,"[which, police, department, made, the, largest, cocaine, seizure, ever, in, ventura, county, ?]"
5204,ENTY,color,"[what, color, is, the, eight-ball, in, pocket, billiards, ?]"
5205,ENTY,food,"[what, was, the, first, ready-to-eat, breakfast, cereal, ?]"
5206,ENTY,other,"[what, did, benny, carter, play, ?]"
5207,NUM,code,"[what, seven, digits, follow, the, area, code, in, the, number, for, long, distance, information, ?]"
5208,LOC,city,"[what, city, 's, airport, is, named, logan, international, ?]"
5209,HUM,ind,"[what, pope, inaugurated, vatican, international, radio, ?]"
5210,NUM,count,"[how, many, times, more, than, 3]"
5211,NUM,count,"[how, many, names, are, there, for, eskimo, people, ?]"
5212,HUM,ind,"[what, king, is, satirized, in, the, line]"
5213,ENTY,other,"[what, shape-shifting, menace, did, rom, come, to, earth, to, fight, ?]"
5214,LOC,state,"[what, is, the, nickname, of, pennsylvania, ?]"
5215,DESC,reason,"[what, causes, headaches, ?]"
5216,ENTY,cremat,"[names, of, books, by, james, a., michener, set, in, the, following, locations, ?]"
5217,NUM,date,"[when, was, the, first, stained, glass, window, made, ?]"
5218,HUM,gr,"[what, company, 's, trademark, was, his, master, 's, voice, ?]"
5219,HUM,ind,"[what, pope, inaugurated, vatican, international, radio, ?]"
5220,HUM,ind,"[what, director, made, one, silent, and, one, sound, version, of, the, ten, commandments, ?]"
5221,NUM,date,"[when, did, swimming, become, commonplace, ?]"
5222,HUM,ind,"[which, presidents, of, the, usa, were, masons, ?]"
5223,HUM,ind,"[who, was, the, tallest, u.s., president, ?]"
5224,LOC,other,"[what, is, the, largest, museum, in, the, world, ?]"
5225,DESC,manner,"[how, can, i, enforce, new, rules, to, a, group, of, youngsters, who, have, been, allowed, to, do, as, they, please, .]"
5226,HUM,ind,"[what, character, in, the, beverly, hillbillies, has, the, given, names, daisy, moses, ?]"
5227,HUM,ind,"[what, comedienne, calls, her, sister-in-law, captain, bligh, and, her, mother-in-law, moby, dick, ?]"
5228,NUM,count,"[how, many, gallons, of, paint, does, it, take, to, paint, the, golden, gate, bridge, ?]"
5229,HUM,ind,"[what, president, also, became, a, supreme, court, justice, ?]"
5230,NUM,date,"[when, does, menstruation, begin, ?]"
5231,LOC,other,"[where, did, makeup, originate, ?]"
5232,ENTY,lang,"[what, is, the, only, modern, language, that, capitalizes, its, singular, first-person, pronoun, ?]"
5233,DESC,reason,"[what, is, the, claim, to, fame, of, agra, ,, india, ?]"
5234,ENTY,other,"[what, flag, flies, over, wake, island, ?]"
5235,NUM,dist,"[how, deep, is, a, fathom, ?]"
5236,ENTY,cremat,"[what, kennedy, was, married, to, ethel, ?]"
5237,LOC,state,"[what, u.s., state, is, mammoth, cave, national, park, in, ?]"
5238,ENTY,word,"[what, is, the, most, famous, german, word, in, the, english, language, ?]"
5239,HUM,ind,"[who, was, actress, june, havoc, 's, legendary, sister, ?]"
5240,ENTY,other,"[what, is, widely, used, to, detect, birth, defects, ?]"
5241,NUM,other,"[what, is, the, chromosome, number, of, an, elephant, ?]"
5242,HUM,ind,"[who, killed, jfk, ?]"
5243,HUM,ind,"[who, was, the, star, witness, at, the, senate, watergate, hearings, ?]"
5244,DESC,def,"[what, is, the, order, of, the, arrow, in, boy, scouts, ?]"
5245,LOC,country,"[in, what, country, is, a, stuck-out, tongue, a, friendly, greeting, ?]"
5246,ENTY,techmeth,"[what, are, the, five, basic, swimming, strokes, ?]"
5247,HUM,ind,"[who, is, the, son-in-law, of, sen., everett, dirkson, who, was, also, a, senator, in, the, '70, 's, ?]"
5248,LOC,other,"[where, is, erykah, badu, originally, from, ?]"
5249,LOC,other,"[where, can, i, buy, a, pony, on, the, big, island, for, my, daughter, ?]"
5250,NUM,period,"[how, old, was, george, washington, when, he, died, ?]"
5251,ENTY,food,"[what, is, the, recipe, or, formula, for, coca-cola, ?]"
5252,HUM,gr,"[who, made, the, rotary, engine, automobile, ?]"
5253,DESC,desc,"[what, is, the, origin, of, the, term, ``, blue, moon, ,, '', and, how, often, do, they, occur, ?]"
5254,NUM,count,"[how, many, blacks, served, in, the, vietnam, war]"
5255,HUM,ind,"[what, were, the, last, names, of, gangsters, bonnie, and, clyde, ?]"
5256,LOC,other,"[what, is, the, address, of, the, famous, mexican, star, ``, thalia, '', ?]"
5257,ENTY,dismed,"[what, does, a, man, suffering, from, diphallic, terata, have, ?]"
5258,HUM,ind,"[who, invented, panties, ?]"
5259,HUM,gr,"[what, is, pittsburgh, 's, baseball, team, called, ?]"
5260,ABBR,exp,"[what, is, p.m., an, abbreviation, for, ,, as, in, 5, p.m., ?]"
5261,ENTY,sport,"[what, sport, can, a, free-legged, pacer, compete, in, ?]"
5262,ABBR,exp,"[what, does, cpr, stand, for, ?]"
5263,HUM,ind,"[what, president, had, never, held, an, elected, office, until, he, was, elected, to, the, white, house, ?]"
5264,ENTY,dismed,"[what, are, the, diseases, that, can, be, cured, by, black, cumin, ?]"
5265,ENTY,food,"[what, fruit, does, the, ficus, produce, ?]"
5266,HUM,ind,"[who, is, the, richest, person, in, the, world, ?]"
5267,DESC,def,"[what, is, an, aurora, ?]"
5268,NUM,count,"[how, much, time, does, the, blinking, of, an, eye, take, ?]"
5269,DESC,reason,"[what, made, the, short-lived, star, hawks, strip, so, unique, ?]"
5270,ENTY,cremat,"[what, 's, the, biggest-selling, u.s., magazine, aimed, at, a, black, audience, ?]"
5271,NUM,dist,"[how, deep, is, a, fathom, ?]"
5272,ENTY,lang,"[what, is, the, primary, language, of, the, philippines, ?]"
5273,NUM,date,"[when, did, the, use, of, ``, the, syringe, '', first, appear, in, medicinal, history, ?]"
5274,DESC,def,"[what, was, the, long, march, in, china, ?]"
5275,HUM,gr,"[what, international, organization, was, founded, by, clara, barton, ?]"
5276,HUM,gr,"[what, corporation, does, madonna, advertise, for, ?]"
5277,ENTY,termeq,"[what, is, the, islamic, equivalent, of, the, red, cross, ?]"
5278,NUM,count,"[how, many, people, visit, the, pope, each, month, ?]"
5279,LOC,other,"[what, planet, gave, bith, to, superman, ?]"
5280,NUM,date,"[what, month, of, the, year, is, there, no, television, in, iceland, ?]"
5281,ENTY,cremat,"[what, george, harrison, tune, sounded, too, much, like, he, 's, so, fine, by, the, chiffons, ?]"
5282,HUM,ind,"[who, is, buried, in, the, great, pyramid, of, giza, ?]"
5283,LOC,country,"[what, is, the, most, important, nation, in, the, world, ,, historically, ?]"
5284,NUM,perc,"[what, is, the, current, unemployment, rate, in, the, u.s., ?]"
5285,NUM,date,"[when, was, the, first, railroad, from, the, east, coast, to, the, west, coast, completed, ?]"
5286,NUM,speed,"[how, fast, can, a, corvette, go, ?]"
5287,DESC,desc,"[what, do, a, diamond, and, lump, of, coal, have, in, common, ?]"
5288,HUM,ind,"[what, famous, actress, made, her, first, appearance, on, stage, at, the, age, of, five, in, the, year, 191, as, ``, baby, '', ?]"
5289,DESC,desc,"[what, effect, does, lsd, have, on, the, brain, ?]"
5290,HUM,gr,"[what, are, the, three, most, successful, companies, of, our, time, ?]"
5291,NUM,money,"[how, much, did, a, mcdonald, 's, hamburger, cost, in, 1963, ?]"
5292,HUM,gr,"[what, is, the, name, of, the, company, that, manufactures, the, ``, american, girl, '', doll, collection, ?]"
5293,DESC,def,"[what, is, a, horologist, ?]"
5294,DESC,desc,"[what, was, the, effect, of, the, yalta, conference, ?]"
5295,LOC,other,"[where, is, the, group, m, people, from, ?]"
5296,LOC,country,"[what, country, is, famous, for, persian, rugs, ?]"
5297,NUM,count,"[how, many, were, in, attendance, at, the, last, supper, ?]"
