A,C,B
NUM, How much was the minimum wage in 1991 ?,1
NUM, How much waste does an average dairy cow produce in a day ?,1
NUM, How much will gas be taxed in California by the year 2000 ?,1
NUM, How much will the California be in the year 2000 ?,1
NUM," How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",1
NUM," How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?",1
NUM," How much would it cost to purchase a 2-foot-square party tent , with sides , ?",1
NUM, How often are brain cells replaced ?,1
NUM, How often are quadruplets born ?,1
NUM, How old is Benny Carter ?,1
NUM, How old is Bernadette Peters ?,1
NUM, How old is Britney Spears ?,1
NUM, How old is Jeremy Piven ?,1
NUM, How old is Stevie Wonder ?,1
NUM, How old is singer Freedy Johnston ?,1
NUM, How old is the Italian artist Maurizio Pellegrin ?,1
NUM, How old is the sun ?,1
NUM, How old is the universe ?,1
NUM, How old is too old for a child to not be talking ?,1
NUM, How old was Gene Siskel ?,1
NUM, How old was George Washington when he died ?,1
NUM, How old was Lucille Ball when the show `` I Love Lucy '' premiered ?,1
NUM, How old was Sir Edmund Hillary when he climbed Mt. Everest ?,1
NUM, How old was Stevie Wonder when he signed with Motown Records ?,1
NUM, How tall is Prince Charles ?,1
NUM, How tall is kilamanjaro ?,1
NUM, How tall is the Matterhorn ?,1
NUM, How tall is the giraffe ?,1
NUM, How tall is the replica of the Matterhorn at Disneyland ?,1
NUM, How tall was the animated Frankenstein,1
NUM, How tall was the animated King Kong ?,1
NUM, How wide is the Atlantic Ocean ?,1
NUM," In 1990 , what day of the week did Christmas fall on ?",1
NUM," In South Korea , how many American Soldiers are there ?",1
NUM, In what year did China and the Republic of Korea establish diplomatic relations ?,1
NUM, In what year did Hitler gain power of Germany ?,1
NUM, In what year did Ireland elect its first woman president ?,1
NUM, In what year did Joe DiMaggio compile his 56-game hitting streak ?,1
NUM, In what year did Thatcher become prime minister ?,1
NUM, In what year did Thatcher gain power ?,1
NUM, In what year did the Bounty mutiny happen ?,1
NUM, In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?,1
NUM, In what year did they build the Berlin Wall ?,1
NUM, In what year was De Gaulle elected president of France ?,1
NUM, In what year was Gandhi assassinated ?,1
NUM, In what year was actress Joan Collins born ?,1
NUM, In what year was the Berlin Wall erected ?,1
NUM, In what year was the Wall built ?,1
NUM, In what year was the cannon invented ?,1
NUM, In what year was the first patent for the pull-tab opener on cans obtained ?,1
NUM, In what year was the movie the Ten Commandments released ?,1
NUM, In which year was New Zealand excluded from the ANZUS alliance ?,1
NUM, In which year was the cartoon character Chilly Willy created ?,1
NUM, Independent silversmith 's account for what percentage of silver production ?,1
NUM," Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?",1
NUM," On average , how long time does it take to type a screenplay ?",1
NUM," On average , how many miles are there to the moon ?",1
NUM, On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,1
NUM, On what day were John F and Jackie Kennedy married ?,1
NUM, On which date is the Ukrainians ' Christmas ?,1
NUM," On which dates does the running of the bulls occur in Pamplona , Spain ?",1
NUM, Shea and Gould had an office in Los Angeles for how long before closing it ?,1
NUM, The Iraqis launched their attack on Kuwait on what day ?,1
NUM, The Olympic Games in which year allowed Nadia Comaneci to become popular ?,1
NUM, The Shea & Gould law firm had an office in L.A. for how many years ?,1
NUM, The film `` Jaws '' was made in what year ?,1
NUM," The italian artist , Maurizio Pellegrin , is how old ?",1
NUM, What 's a perfect score in a gymnastics exercise ?,2
NUM, What 's men 's par on a 455-yard golf hole ?,2
NUM, What 's the American dollar equivalent for 8 pounds in the U.K. ?,2
NUM, What 's the Fahrenheit equivalent of zero degrees centigrade ?,1
NUM, What 's the first day of the week ?,1
NUM," What 's the maximum length , in inches , of a first baseman 's glove ?",1
NUM, What 's the maximum number of clubs a golfer may use in a round ?,1
NUM, What 's the percentage of children aged two through eleven who watch ` 'The Simpsons ' ?,1
NUM," What 's the population of Biloxi , Mississippi ?",1
NUM, What 's the population of Mississippi ?,1
NUM, What 's the score of a forfeited baseball game ?,1
NUM, What 's the third month of the Gregorian calendar ?,1
NUM, What age is Benny Carter ?,1
NUM, What amount of folic acid should an expectant mother take daily ?,1
NUM, What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?,1
NUM, What are bottle caps with presidents ' pictures inside worth ?,1
NUM, What are the chances of pregnacy if the penis does not penetrate the vagina ?,2
NUM, What are the dimensions of an ice hockey goal ?,1
NUM, What are the highest-paying odds on a roulette table ?,1
NUM, What are the lengths of pearl necklaces ?,1
NUM, What are the numbers that fit into Fermont 's last theorem ?,1
NUM, What are the odds of giving birth to twins ?,2
NUM," What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?",1
NUM, What are the statistics for drunken drivers in Maryland ?,1
NUM, What are the three winter months in the southern hemisphere ?,1
NUM, What are the unemployment statistics for the years 1965 and 1990 ?,2
NUM, What brand number graces the black label of a bottle of Jack Daniel 's ?,1
NUM, What can you be fined for having a dog on a beach ?,1
NUM, What century 's the setting for TV 's The Adventures of Robin Hood ?,1
NUM, What century did art 's Romantic Period begin in ?,1
NUM, What century does Captain Video live in ?,1
NUM, What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,2
NUM, What chapter of the Bible has the most verses ?,2
NUM, What date did man first land on the moon ?,1
NUM, What date is Boxing Day ?,1
NUM, What date is Richard Nixon 's birthday ?,1
NUM," What day is August 13 , 1971 ?",1
NUM, What day is known as the `` national day of prayer '' ?,1
NUM, What day of the week sees the most fatal car accidents ?,1
NUM, What day of the week was July 13 ?,1
NUM, What day was Pearl Harbor attacked in 1942 ?,1
NUM, What debts did Qintex group leave ?,1
NUM, What do Englishmen weigh themselves in ?,1
NUM, What does 7847+5943 equal ?,1
NUM, What does a teaspoon of matter weigh in a black hole ?,1
NUM, What does an average daycare provider get paid in New England ?,2
NUM, What does each of the utilities cost in Monopoly ?,1
NUM, What fraction of a beaver 's life is spent swimming ?,2
NUM, What geological time do we live in ?,1
NUM, What is Columbia Tristar 's phone number ?,3
NUM, What is Dick Clark 's birthday ?,1
NUM, What is Dick Clark 's date of birth ?,1
NUM, What is Judy Garland 's date of birth ?,1
NUM, What is Martin Luther King Jr. 's real birthday ?,1
NUM, What is Maurizio Pellegrin 's age ?,1
NUM, What is President Nixon 's birthdate ?,1
NUM, What is average salary of restaurant manager in United States ?,1
NUM, What is the Pennsylvania state income tax rate ?,1
NUM, What is the acreage of the Chappellet vineyard ?,1
NUM, What is the airport code for Los Angeles International ?,1
NUM," What is the all-time stock high of Apple Computer , and where can I find this information ?",1
NUM, What is the amount of money owed for illegally having a dog on a beach ?,1
NUM," What is the approximate population of Las Vegas , N.M ?",1
NUM, What is the approximate weight of a teaspoon of matter in a black hole ?,1
NUM, What is the average age a horse lives ?,1
NUM, What is the average age of a member of the team that worked on the Manhatten Project ?,1
NUM, What is the average cost for four years of medical school ?,2
NUM, What is the average date when most malls begin putting up Christmas holiday decorations ?,1
NUM, What is the average hourly rate of American workers ?,1
NUM, What is the average hours per months spent online by AOL users ?,1
NUM, What is the average life expectancy of a male in Ireland in 1996 ?,1
NUM, What is the average salary of a paleontologist ?,1
NUM, What is the average time it takes for a male to ejaculate ?,1
NUM, What is the average time to kiss somene ?,1
NUM, What is the average weight for a man ?,1
NUM, What is the busiest air travel season ?,1
NUM, What is the chance of conceiving quadruplets ?,1
NUM, What is the chemical reactivity of argon ?,1
NUM, What is the chemical reactivity of helium ?,1
NUM, What is the chemical reactivity of neon ?,2
NUM, What is the chromosome number of an elephant ?,2
NUM, What is the cost of the drugs used in tuberculosis treatments ?,1
NUM, What is the current population for these countries ,1
NUM, What is the current ticket fare from from Cairo to Barbados ?,2
NUM, What is the current unemployment rate in the U.S. ?,1
NUM, What is the date of Bastille Day ?,1
NUM, What is the date of Boxing Day ?,1
NUM, What is the death toll of people dying from tuberculosis ?,1
NUM, What is the estimated total U.S. whitetail deer population ?,1
NUM, What is the exchange rate between England and the U.S. ?,1
NUM, What is the exchange rate for Australian to American money ?,1
NUM, What is the fare cost for the round trip between New York and London on Concorde ?,1
NUM, What is the federal minimum wage ?,1
NUM, What is the fine for having a dog on a beach ?,1
NUM, What is the first day of the week ?,1
NUM, What is the frequency of VHF ?,2
NUM, What is the gestation period for human pregnancies ?,1
NUM, What is the goat population of the world ?,1
NUM, What is the highest number of home runs on record for any one game ?,1
NUM, What is the horsepower of the shuttle boosters ?,2
NUM," What is the latitude and longitude of El Paso , Texas ?",3
NUM, What is the length of border between the Ukraine and Russia ?,1
NUM, What is the life expectancy of an elephant ?,1
NUM, What is the life span of the average monkey ?,1
NUM," What is the mean income of the top 10% , top 5% , and top 1% ?",1
NUM, What is the most number of goals scored by a single team in an NHL hockey game ?,1
NUM, What is the normal resting heart rate of a healthy adult ?,1
NUM, What is the number of American soldiers deployed to South Korea ?,1
NUM," What is the per-capita income of Colombia , South America , ?",1
NUM," What is the per-capita income of Colombia , South America ?",1
NUM, What is the pig population of the world ?,1
NUM, What is the population in India ?,1
NUM," What is the population of Arcadia , Florida ?",1
NUM, What is the population of Japan ?,1
NUM, What is the population of Kansas ?,1
NUM, What is the population of Mexico ?,1
NUM, What is the population of Mozambique ?,1
NUM, What is the population of Ohio ?,1
NUM, What is the population of the United States ?,1
NUM, What is the population of the largest Chilean city,1
NUM, What is the price for AAA 's liability auto insurance ?,1
NUM, What is the price for tuberculosis drugs ?,1
NUM, What is the probability that at least 2 out of 25 people will have the same birthday ?,2
NUM, What is the protection rate of using condoms ?,1
NUM, What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,1
NUM, What is the recomended age to switch a child from a crib to a bed ?,1
NUM," What is the recommended weight of a 15 year-old male that is 5 , 6 ?",1
NUM, What is the regular price ?,1
NUM, What is the salary of a U.S. Representative ?,1
NUM, What is the size of Argentina ?,1
NUM, What is the size of the largest akita ?,1
NUM, What is the size of the student body at the University of Massachusetts in Amherst ?,1
NUM, What is the speed of the Mississippi River ?,3
NUM, What is the starting salary for beginning lawyers ?,1
